Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction C,22,4,13,1,40,Sunny,16.954238679713992,6,Wednesday,0,0,Low
Junction C,55,18,25,9,107,Sunny,22.54683865750202,7,Wednesday,1,0,High
Junction C,75,18,35,9,137,Sunny,26.76375367681668,8,Wednesday,1,0,Severe
Junction A,92,11,43,8,154,Sunny,23.574057758665198,9,Wednesday,1,0,Severe
Junction C,41,7,27,8,83,Rainy,25.577136584228953,10,Wednesday,0,0,High
Junction B,48,16,33,8,105,Cloudy,17.875955051131612,11,Wednesday,0,0,High
Junction A,63,20,28,9,120,Sunny,19.9781166462114,12,Wednesday,0,0,High
Junction B,66,14,26,5,111,Sunny,19.35622655304234,13,Wednesday,0,0,High
Junction B,73,16,28,3,120,Cloudy,24.791207166963943,14,Wednesday,0,0,High
Junction B,56,16,27,11,110,Cloudy,25.72654767835638,15,Wednesday,0,0,High
Junction A,52,15,31,9,107,Cloudy,21.858973878512604,16,Wednesday,0,0,Medium
Junction C,74,22,32,8,136,Sunny,23.063517626240703,17,Wednesday,1,0,Severe
Junction C,60,17,37,11,125,Cloudy,16.07536320443148,18,Wednesday,1,0,High
Junction A,82,14,51,12,159,Sunny,26.864163557532528,19,Wednesday,1,0,Severe
Junction A,58,10,26,4,98,Cloudy,18.304390057416413,20,Wednesday,0,0,Medium
Junction C,33,10,28,8,79,Sunny,19.301534408482887,21,Wednesday,0,0,Medium
Junction A,53,12,22,9,96,Rainy,26.26730052259648,22,Wednesday,0,0,High
Junction A,14,4,11,3,32,Sunny,19.678311047829272,23,Wednesday,0,0,Low
Junction A,30,8,11,2,51,Sunny,26.923483659217183,0,Thursday,0,0,Low
Junction C,29,8,4,2,43,Rainy,29.45719490760251,1,Thursday,0,0,Low
Junction B,14,8,3,5,30,Rainy,16.71126024829693,2,Thursday,0,0,Low
Junction B,19,5,15,3,42,Rainy,19.894890974892505,3,Thursday,0,0,Low
Junction A,22,2,7,6,37,Cloudy,24.146075353096162,4,Thursday,0,0,Low
Junction B,23,5,18,4,50,Sunny,16.58883681863161,5,Thursday,0,0,Low
Junction C,22,2,9,5,38,Rainy,28.05438429341804,6,Thursday,0,0,Low
Junction C,68,14,18,7,107,Rainy,26.68525530543681,7,Thursday,1,0,Severe
Junction B,59,18,29,6,112,Rainy,20.022061651226252,8,Thursday,1,0,Severe
Junction A,80,24,43,18,165,Cloudy,16.116529840459467,9,Thursday,1,0,Severe
Junction A,64,17,29,8,118,Sunny,16.314175372645757,10,Thursday,0,0,High
Junction B,42,7,26,9,84,Cloudy,23.700150264097715,11,Thursday,0,0,Medium
Junction A,61,7,28,5,101,Cloudy,23.97939789232646,12,Thursday,0,0,Medium
Junction A,57,17,39,9,122,Rainy,24.403227048457254,13,Thursday,0,0,Severe
Junction A,64,24,29,13,130,Sunny,25.580745825007476,14,Thursday,0,0,High
Junction B,36,11,39,11,97,Rainy,26.102916286944264,15,Thursday,0,0,Severe
Junction B,62,18,15,7,102,Sunny,26.590549224558494,16,Thursday,0,0,High
Junction A,93,25,38,14,170,Sunny,24.845975683326987,17,Thursday,1,0,Severe
Junction A,72,24,34,9,139,Rainy,26.908902622919022,18,Thursday,1,0,Severe
Junction A,110,34,38,20,202,Sunny,16.899792085646926,19,Thursday,1,0,Severe
Junction C,23,9,17,3,52,Rainy,22.685612581915194,20,Thursday,0,0,Medium
Junction A,43,16,11,10,80,Rainy,27.81763336756059,21,Thursday,0,0,Medium
Junction B,45,9,22,4,80,Sunny,18.322795805518673,22,Thursday,0,0,Medium
Junction C,10,5,18,3,36,Sunny,16.32976260741184,23,Thursday,0,0,Low
Junction B,28,1,12,2,43,Rainy,19.90382594730212,0,Friday,0,0,Low
Junction C,23,2,3,2,30,Rainy,23.17496926771026,1,Friday,0,0,Low
Junction B,22,2,16,4,44,Cloudy,15.05262757007165,2,Friday,0,0,Low
Junction B,31,6,14,3,54,Cloudy,19.115786224963664,3,Friday,0,0,Low
Junction C,10,5,9,0,24,Rainy,28.502095992385506,4,Friday,0,0,Low
Junction B,12,4,17,0,33,Sunny,24.72552388136164,5,Friday,0,0,Low
Junction C,30,12,9,5,56,Sunny,18.529878180691682,6,Friday,0,0,Low
Junction B,69,20,49,9,147,Sunny,28.31260785177193,7,Friday,1,0,Severe
Junction B,80,18,32,15,145,Sunny,28.474909849565748,8,Friday,1,0,Severe
Junction C,85,18,40,17,160,Sunny,22.114577404331957,9,Friday,1,0,Severe
Junction C,65,10,14,7,96,Sunny,17.32119064041051,10,Friday,0,0,Medium
Junction A,62,19,41,8,130,Cloudy,28.988969951735626,11,Friday,0,0,High
Junction C,57,13,30,7,107,Cloudy,29.24560419310986,12,Friday,0,0,High
Junction B,57,9,33,9,108,Sunny,21.45311753261189,13,Friday,0,0,High
Junction B,61,10,20,13,104,Cloudy,20.21723538832856,14,Friday,0,0,High
Junction A,72,15,33,6,126,Sunny,18.589876524017253,15,Friday,0,0,High
Junction B,69,18,24,9,120,Sunny,21.209979786407416,16,Friday,0,0,High
Junction C,48,21,14,14,97,Sunny,16.900484313641837,17,Friday,1,0,Medium
Junction B,79,21,26,9,135,Sunny,16.616653117945148,18,Friday,1,0,Severe
Junction B,88,31,44,15,178,Sunny,23.040428743437914,19,Friday,1,0,Severe
Junction A,65,13,18,6,102,Sunny,23.831790679527053,20,Friday,0,0,Medium
Junction B,32,8,24,12,76,Sunny,22.378595558406488,21,Friday,0,0,Medium
Junction A,51,17,24,17,109,Sunny,23.7608605027339,22,Friday,0,0,Medium
Junction A,39,7,12,5,63,Cloudy,15.427817958063216,23,Friday,0,0,Low
Junction B,28,2,11,7,48,Sunny,16.73795882231852,0,Saturday,0,1,Low
Junction A,14,3,10,1,28,Cloudy,21.83315356494769,1,Saturday,0,1,Low
Junction C,25,1,17,5,48,Rainy,17.487502792576382,2,Saturday,0,1,Medium
Junction B,33,0,14,2,49,Sunny,29.72652176395092,3,Saturday,0,1,Low
Junction B,16,5,8,3,32,Rainy,21.13944042789007,4,Saturday,0,1,Low
Junction A,15,0,11,6,32,Cloudy,25.14415178748102,5,Saturday,0,1,Low
Junction C,16,5,16,3,40,Sunny,18.425729525608926,6,Saturday,0,1,Low
Junction A,43,11,25,10,89,Rainy,19.42433567584022,7,Saturday,1,1,High
Junction C,48,14,24,6,92,Rainy,23.114982494846146,8,Saturday,1,1,High
Junction B,67,16,31,6,120,Sunny,29.910621787742276,9,Saturday,1,1,High
Junction A,41,9,15,10,75,Sunny,26.660967682980313,10,Saturday,0,1,Medium
Junction A,55,11,21,9,96,Sunny,17.44274534133053,11,Saturday,0,1,Medium
Junction A,58,10,25,10,103,Sunny,27.3276999047702,12,Saturday,0,1,Medium
Junction B,34,5,21,3,63,Sunny,20.862344572984643,13,Saturday,0,1,Medium
Junction C,45,8,17,2,72,Sunny,22.656651345433882,14,Saturday,0,1,Medium
Junction C,52,9,11,1,73,Sunny,25.051430812512557,15,Saturday,0,1,Medium
Junction C,41,7,16,10,74,Cloudy,24.804771295986438,16,Saturday,0,1,Medium
Junction B,62,12,23,15,112,Cloudy,17.209396216001238,17,Saturday,1,1,High
Junction B,57,10,11,8,86,Rainy,15.965526075328732,18,Saturday,1,1,High
Junction A,59,15,23,12,109,Cloudy,24.483006136517425,19,Saturday,1,1,Medium
Junction A,29,15,18,3,65,Cloudy,20.986659020846393,20,Saturday,0,1,Low
Junction A,25,6,8,4,43,Sunny,15.611157567587973,21,Saturday,0,1,Low
Junction A,20,6,26,8,60,Sunny,24.461678058939576,22,Saturday,0,1,Low
Junction C,12,7,8,1,28,Cloudy,20.01140181526911,23,Saturday,0,1,Low
Junction B,6,5,6,2,19,Sunny,21.684401537303152,0,Sunday,0,1,Low
Junction A,16,4,2,0,22,Cloudy,29.880330405317746,1,Sunday,0,1,Low
Junction B,11,2,2,2,17,Rainy,18.527972240003983,2,Sunday,0,1,Low
Junction A,25,5,5,5,40,Sunny,23.39034552174641,3,Sunday,0,1,Low
Junction A,21,3,13,5,42,Cloudy,27.06680884992934,4,Sunday,0,1,Low
Junction B,9,4,8,5,26,Sunny,28.542459225213335,5,Sunday,0,1,Low
Junction C,10,7,5,0,22,Sunny,15.428328912547956,6,Sunday,0,1,Low
Junction A,56,18,15,11,100,Rainy,16.689798002457014,7,Sunday,1,1,High
Junction C,32,13,16,5,66,Sunny,25.48432523214578,8,Sunday,1,1,Medium
Junction B,51,3,18,4,76,Rainy,26.85065425362539,9,Sunday,1,1,High
Junction C,34,8,23,6,71,Sunny,18.64938115224421,10,Sunday,0,1,Medium
Junction A,46,6,24,4,80,Sunny,19.679569016150847,11,Sunday,0,1,Medium
Junction A,41,4,14,3,62,Rainy,22.683339598610512,12,Sunday,0,1,Medium
Junction B,23,7,18,6,54,Sunny,29.069579093247533,13,Sunday,0,1,Low
Junction A,38,7,18,6,69,Rainy,29.041244017725788,14,Sunday,0,1,Medium
Junction A,31,10,18,6,65,Rainy,24.793097361860852,15,Sunday,0,1,Medium
Junction C,29,8,13,6,56,Cloudy,20.16526388231115,16,Sunday,0,1,Low
Junction C,24,10,18,2,54,Sunny,26.415500470851036,17,Sunday,1,1,Low
Junction A,50,8,19,10,87,Cloudy,21.081794674885913,18,Sunday,1,1,Medium
Junction C,50,4,23,7,84,Sunny,24.270148002087936,19,Sunday,1,1,Medium
Junction A,28,11,5,4,48,Rainy,15.397175461886727,20,Sunday,0,1,Low
Junction A,32,9,8,4,53,Cloudy,25.648874849652202,21,Sunday,0,1,Low
Junction A,36,8,10,1,55,Cloudy,16.500048231324314,22,Sunday,0,1,Low
Junction B,7,0,7,1,15,Cloudy,29.75400216169205,23,Sunday,0,1,Low
Junction C,18,2,13,4,37,Sunny,15.364500932487982,0,Monday,0,0,Low
Junction B,18,10,11,2,41,Sunny,28.67174719913141,1,Monday,0,0,Low
Junction B,15,3,8,2,28,Sunny,27.97957092724208,2,Monday,0,0,Low
Junction C,7,6,5,5,23,Rainy,18.613849257253516,3,Monday,0,0,Low
Junction B,26,2,10,3,41,Cloudy,16.850442669923257,4,Monday,0,0,Low
Junction C,19,5,11,3,38,Cloudy,24.60909839709587,5,Monday,0,0,Low
Junction B,20,3,10,1,34,Sunny,17.14615539079076,6,Monday,0,0,Low
Junction B,82,23,40,10,155,Rainy,24.126685890018265,7,Monday,1,0,Severe
Junction A,114,33,43,18,208,Sunny,22.15852436750984,8,Monday,1,0,Severe
Junction B,71,14,32,13,130,Rainy,20.464385361230576,9,Monday,1,0,Severe
Junction C,55,12,26,10,103,Sunny,25.051903308233236,10,Monday,0,0,Medium
Junction C,51,13,29,10,103,Sunny,22.793057640850556,11,Monday,0,0,Medium
Junction A,77,14,36,11,138,Sunny,20.811415045354344,12,Monday,0,0,High
Junction A,75,17,28,9,129,Sunny,25.054124339890535,13,Monday,0,0,High
Junction B,56,17,25,13,111,Sunny,17.151239971815183,14,Monday,0,0,High
Junction C,49,11,25,5,90,Sunny,28.446806319129593,15,Monday,0,0,Medium
Junction A,67,18,36,10,131,Sunny,23.117045275950403,16,Monday,0,0,High
Junction C,82,24,21,11,138,Sunny,19.547046046653335,17,Monday,1,0,Severe
Junction C,85,25,40,11,161,Sunny,24.483567955648763,18,Monday,1,0,Severe
Junction B,81,17,27,12,137,Rainy,16.901715100260468,19,Monday,1,0,Severe
Junction A,62,9,19,7,97,Sunny,17.401791667739037,20,Monday,0,0,Medium
Junction A,63,15,27,9,114,Sunny,21.96277089101085,21,Monday,0,0,Medium
Junction B,61,10,20,5,96,Sunny,16.472934993115608,22,Monday,0,0,Medium
Junction A,23,8,17,1,49,Cloudy,29.871718555935622,23,Monday,0,0,Low
Junction A,21,10,18,4,53,Rainy,28.332793330052617,0,Tuesday,0,0,Low
Junction A,29,0,8,4,41,Sunny,16.43318459796697,1,Tuesday,0,0,Low
Junction B,33,6,10,1,50,Cloudy,17.647529805227393,2,Tuesday,0,0,Low
Junction C,24,6,6,5,41,Cloudy,29.128750672890405,3,Tuesday,0,0,Low
Junction A,29,7,10,0,46,Sunny,22.9147290797653,4,Tuesday,0,0,Low
Junction C,20,9,12,4,45,Sunny,23.222523921968147,5,Tuesday,0,0,Low
Junction A,32,5,18,0,55,Cloudy,28.656100911525538,6,Tuesday,0,0,Low
Junction A,108,13,48,13,182,Sunny,23.13489040857224,7,Tuesday,1,0,Severe
Junction B,77,12,32,13,134,Sunny,20.2633859917721,8,Tuesday,1,0,Severe
Junction A,84,16,23,14,137,Cloudy,19.57109634321774,9,Tuesday,1,0,High
Junction C,56,18,33,11,118,Sunny,28.844395714104362,10,Tuesday,0,0,High
Junction A,54,12,32,8,106,Sunny,23.453540092505335,11,Tuesday,0,0,Medium
Junction A,80,17,35,13,145,Sunny,24.986747613447942,12,Tuesday,0,0,High
Junction C,38,12,27,12,89,Sunny,24.694054666690782,13,Tuesday,0,0,Medium
Junction B,66,14,21,8,109,Sunny,24.999763232944964,14,Tuesday,0,0,High
Junction C,44,8,29,10,91,Cloudy,29.937243279088015,15,Tuesday,0,0,Medium
Junction B,69,9,22,5,105,Cloudy,22.472409409843877,16,Tuesday,0,0,High
Junction B,78,14,28,10,130,Sunny,19.516899082547482,17,Tuesday,1,0,Severe
Junction A,87,20,31,16,154,Cloudy,28.07823739748089,18,Tuesday,1,0,Severe
Junction B,62,14,21,15,112,Cloudy,21.860012854008808,19,Tuesday,1,0,High
Junction A,49,12,24,10,95,Rainy,25.986945476270392,20,Tuesday,0,0,High
Junction B,58,10,13,12,93,Sunny,18.876485020989,21,Tuesday,0,0,Medium
Junction B,51,7,19,3,80,Rainy,25.69818146974214,22,Tuesday,0,0,High
Junction B,25,3,7,5,40,Sunny,24.51522467000447,23,Tuesday,0,0,Low
Junction A,33,8,9,4,54,Rainy,28.25117041360958,0,Wednesday,0,0,Medium
Junction A,26,5,12,5,48,Sunny,28.782499382590185,1,Wednesday,0,0,Low
Junction C,18,5,2,0,25,Rainy,21.376832013020245,2,Wednesday,0,0,Low
Junction A,25,13,19,1,58,Sunny,26.618865466658992,3,Wednesday,0,0,Low
Junction B,2,4,19,1,26,Cloudy,26.234166821958677,4,Wednesday,0,0,Low
Junction B,10,1,4,3,18,Rainy,29.525123935632895,5,Wednesday,0,0,Low
Junction C,28,2,1,2,33,Sunny,28.42494883491657,6,Wednesday,0,0,Low
Junction A,105,19,33,12,169,Sunny,17.59224451704287,7,Wednesday,1,0,Severe
Junction A,71,17,35,14,137,Rainy,23.799066124627217,8,Wednesday,1,0,Severe
Junction C,63,16,31,6,116,Rainy,27.896424043007958,9,Wednesday,1,0,Severe
Junction B,56,12,26,3,97,Rainy,24.064166852688743,10,Wednesday,0,0,Severe
Junction B,75,12,33,8,128,Sunny,20.60018800865491,11,Wednesday,0,0,Severe
Junction C,62,11,17,9,99,Sunny,16.5390286819529,12,Wednesday,0,0,Medium
Junction C,57,9,24,9,99,Cloudy,26.455258062268133,13,Wednesday,0,0,High
Junction B,55,11,27,7,100,Rainy,23.18178007259949,14,Wednesday,0,0,Severe
Junction A,64,13,17,11,105,Rainy,27.561134548176305,15,Wednesday,0,0,High
Junction B,59,11,28,3,101,Sunny,15.176347798907642,16,Wednesday,0,0,High
Junction B,64,17,33,5,119,Sunny,29.184140257174334,17,Wednesday,1,0,High
Junction A,97,25,42,13,177,Sunny,23.736866087303444,18,Wednesday,1,0,Severe
Junction C,79,11,29,8,127,Sunny,17.458070774539635,19,Wednesday,1,0,High
Junction A,62,19,30,4,115,Sunny,28.389661643540933,20,Wednesday,0,0,Medium
Junction C,42,12,18,8,80,Cloudy,27.026208814750753,21,Wednesday,0,0,Medium
Junction C,28,6,25,11,70,Sunny,21.318442630049134,22,Wednesday,0,0,Medium
Junction B,15,3,2,3,23,Sunny,19.98549061655402,23,Wednesday,0,0,Low
Junction C,10,3,1,1,15,Sunny,16.238596553269755,0,Thursday,0,0,Low
Junction C,11,9,14,4,38,Sunny,23.558782467972037,1,Thursday,0,0,Low
Junction B,27,7,1,3,38,Sunny,27.249362330723162,2,Thursday,0,0,Low
Junction B,24,3,18,2,47,Sunny,16.82088488228807,3,Thursday,0,0,Low
Junction A,42,8,14,3,67,Sunny,29.919210912000068,4,Thursday,0,0,Low
Junction A,25,7,8,1,41,Cloudy,28.656589757216388,5,Thursday,0,0,Low
Junction A,20,1,17,0,38,Rainy,28.595463555683228,6,Thursday,0,0,Low
Junction B,72,13,25,12,122,Rainy,29.733066049934237,7,Thursday,1,0,Severe
Junction B,60,19,32,8,119,Sunny,17.19369503785733,8,Thursday,1,0,High
Junction B,95,13,31,17,156,Cloudy,25.608693809367914,9,Thursday,1,0,Severe
Junction B,37,8,30,1,76,Cloudy,29.77919921143566,10,Thursday,0,0,Medium
Junction A,71,20,34,5,130,Sunny,28.97369654518218,11,Thursday,0,0,High
Junction C,44,7,33,3,87,Sunny,21.946548967214643,12,Thursday,0,0,Medium
Junction B,51,14,26,19,110,Sunny,25.955318440577365,13,Thursday,0,0,High
Junction A,71,18,31,11,131,Sunny,24.54207062420567,14,Thursday,0,0,High
Junction B,68,20,26,6,120,Cloudy,19.957608569384625,15,Thursday,0,0,High
Junction A,76,23,43,18,160,Sunny,27.308247427385044,16,Thursday,0,0,Severe
Junction A,103,24,45,13,185,Sunny,18.183179521525688,17,Thursday,1,0,Severe
Junction B,80,24,40,14,158,Sunny,22.164137522688783,18,Thursday,1,0,Severe
Junction C,75,18,29,9,131,Sunny,22.74191715487345,19,Thursday,1,0,High
Junction C,44,5,27,6,82,Sunny,19.93308655432628,20,Thursday,0,0,Medium
Junction C,34,8,15,10,67,Rainy,26.815611081388752,21,Thursday,0,0,Medium
Junction C,39,15,21,10,85,Cloudy,15.392522075069007,22,Thursday,0,0,Medium
Junction B,17,4,15,6,42,Rainy,18.314644936472018,23,Thursday,0,0,Low
Junction B,21,6,8,5,40,Sunny,24.617204535503028,0,Friday,0,0,Low
Junction B,33,9,5,0,47,Sunny,20.755991505446083,1,Friday,0,0,Low
Junction C,25,1,5,0,31,Sunny,25.256167374492822,2,Friday,0,0,Low
Junction C,25,0,7,2,34,Sunny,20.163131608089856,3,Friday,0,0,Low
Junction C,29,6,8,4,47,Sunny,19.51120573674606,4,Friday,0,0,Low
Junction B,19,9,8,6,42,Sunny,17.101218118508896,5,Friday,0,0,Low
Junction A,23,11,15,1,50,Sunny,19.128202910481754,6,Friday,0,0,Low
Junction B,71,19,29,7,126,Sunny,18.554425886478263,7,Friday,1,0,High
Junction C,62,19,31,6,118,Rainy,15.586652750887634,8,Friday,1,0,Severe
Junction B,93,13,41,14,161,Sunny,23.365751777261288,9,Friday,1,0,Severe
Junction A,83,22,38,8,151,Sunny,21.781097218009194,10,Friday,0,0,High
Junction B,59,13,21,7,100,Sunny,23.351235366281642,11,Friday,0,0,High
Junction A,72,11,35,8,126,Cloudy,28.849487740097892,12,Friday,0,0,High
Junction C,45,11,19,10,85,Rainy,26.723233334098886,13,Friday,0,0,High
Junction A,63,20,30,7,120,Sunny,17.19965161718664,14,Friday,0,0,High
Junction A,85,18,44,17,164,Sunny,25.719124950425986,15,Friday,0,0,Severe
Junction B,52,22,23,4,101,Cloudy,24.008974859201366,16,Friday,0,0,High
Junction A,105,24,33,15,177,Sunny,28.482496118066628,17,Friday,1,0,Severe
Junction B,89,16,43,7,155,Sunny,18.90279001917565,18,Friday,1,0,Severe
Junction A,79,25,57,13,174,Cloudy,25.075444271584498,19,Friday,1,0,Severe
Junction B,44,14,22,9,89,Sunny,21.83546139169431,20,Friday,0,0,Medium
Junction C,55,19,17,12,103,Sunny,20.140105103920565,21,Friday,0,0,Medium
Junction C,41,7,33,7,88,Sunny,20.180485052862153,22,Friday,0,0,Medium
Junction A,19,7,6,4,36,Cloudy,16.561240635805966,23,Friday,0,0,Low
Junction C,14,2,9,0,25,Rainy,23.248476689612815,0,Saturday,0,1,Low
Junction A,26,7,7,3,43,Cloudy,22.862142305145426,1,Saturday,0,1,Low
Junction A,19,7,7,5,38,Sunny,17.19084620836218,2,Saturday,0,1,Low
Junction C,21,1,3,4,29,Rainy,21.72795620098239,3,Saturday,0,1,Low
Junction A,19,7,14,3,43,Sunny,21.64563648817296,4,Saturday,0,1,Low
Junction B,19,6,5,5,35,Rainy,16.60093167771277,5,Saturday,0,1,Low
Junction B,7,4,7,6,24,Sunny,21.95738899788989,6,Saturday,0,1,Low
Junction C,60,5,31,5,101,Sunny,22.596010943965812,7,Saturday,1,1,Medium
Junction B,58,12,42,11,123,Cloudy,18.527152648479717,8,Saturday,1,1,Severe
Junction B,55,17,23,16,111,Sunny,26.666944411703355,9,Saturday,1,1,High
Junction C,32,11,10,9,62,Sunny,20.470569483345965,10,Saturday,0,1,Low
Junction C,44,11,25,3,83,Sunny,23.88019218930556,11,Saturday,0,1,Medium
Junction C,51,8,24,6,89,Sunny,19.371175785353206,12,Saturday,0,1,Medium
Junction B,34,8,16,5,63,Cloudy,22.78361863416766,13,Saturday,0,1,Medium
Junction C,44,12,19,3,78,Sunny,28.65451363661197,14,Saturday,0,1,Medium
Junction B,28,6,21,10,65,Cloudy,26.867580499514506,15,Saturday,0,1,Medium
Junction A,50,7,19,5,81,Sunny,21.79989552511039,16,Saturday,0,1,Medium
Junction A,31,13,28,7,79,Rainy,26.283235954874055,17,Saturday,1,1,Medium
Junction A,67,14,28,14,123,Rainy,26.03365375435783,18,Saturday,1,1,Severe
Junction B,39,12,30,8,89,Cloudy,21.53298741723675,19,Saturday,1,1,Medium
Junction B,26,4,19,2,51,Rainy,21.120981787570905,20,Saturday,0,1,Medium
Junction A,39,14,16,4,73,Cloudy,20.626125352563466,21,Saturday,0,1,Medium
Junction A,26,6,24,3,59,Rainy,18.936936153751123,22,Saturday,0,1,Medium
Junction B,7,1,10,4,22,Sunny,24.745432763766036,23,Saturday,0,1,Low
Junction C,22,1,0,4,27,Sunny,28.56080033649175,0,Sunday,0,1,Low
Junction A,5,8,8,5,26,Sunny,16.015953644565403,1,Sunday,0,1,Low
Junction C,14,6,3,4,27,Sunny,20.009895862772613,2,Sunday,0,1,Low
Junction C,12,2,1,4,19,Cloudy,28.839991407561,3,Sunday,0,1,Low
Junction A,8,4,8,3,23,Cloudy,17.767562698427003,4,Sunday,0,1,Low
Junction A,17,7,7,2,33,Sunny,28.20591039806539,5,Sunday,0,1,Low
Junction C,20,2,2,1,25,Sunny,17.438922809205813,6,Sunday,0,1,Low
Junction A,53,11,24,6,94,Sunny,24.303526618293382,7,Sunday,1,1,Medium
Junction A,48,3,19,5,75,Rainy,19.30247716697749,8,Sunday,1,1,Medium
Junction B,51,11,23,4,89,Sunny,24.197480369094173,9,Sunday,1,1,Medium
Junction B,31,3,24,7,65,Cloudy,23.09743984302544,10,Sunday,0,1,Medium
Junction B,23,15,11,7,56,Sunny,26.83813958842318,11,Sunday,0,1,Low
Junction C,24,8,7,3,42,Sunny,22.177395699433845,12,Sunday,0,1,Low
Junction B,41,9,25,6,81,Sunny,25.334493730104686,13,Sunday,0,1,Medium
Junction C,17,10,14,11,52,Cloudy,20.33604847887394,14,Sunday,0,1,Low
Junction C,28,8,8,1,45,Rainy,26.518616296784895,15,Sunday,0,1,Low
Junction C,34,12,13,5,64,Sunny,19.071030388659267,16,Sunday,0,1,Medium
Junction C,33,14,15,1,63,Rainy,19.50713598485281,17,Sunday,1,1,Medium
Junction A,57,17,17,8,99,Cloudy,23.25695622680435,18,Sunday,1,1,Medium
Junction B,39,17,13,5,74,Sunny,19.217955217630745,19,Sunday,1,1,Medium
Junction B,30,4,5,2,41,Rainy,22.34428566196412,20,Sunday,0,1,Low
Junction B,31,8,0,2,41,Cloudy,28.413133152616204,21,Sunday,0,1,Low
Junction B,25,9,9,2,45,Rainy,22.2671034596978,22,Sunday,0,1,Medium
Junction C,11,2,9,4,26,Sunny,23.651899745546196,23,Sunday,0,1,Low
Junction A,17,4,9,1,31,Sunny,26.035355881724584,0,Monday,0,0,Low
Junction A,15,5,14,2,36,Sunny,17.189829742365546,1,Monday,0,0,Low
Junction C,15,3,1,3,22,Cloudy,20.245516628541296,2,Monday,0,0,Low
Junction C,8,7,0,1,16,Rainy,25.361794310761,3,Monday,0,0,Low
Junction C,18,4,6,2,30,Cloudy,16.286901682694186,4,Monday,0,0,Low
Junction B,17,1,13,1,32,Cloudy,15.395528000141866,5,Monday,0,0,Low
Junction C,13,1,10,2,26,Rainy,26.092581810381898,6,Monday,0,0,Low
Junction B,108,21,41,11,181,Sunny,22.5805970711379,7,Monday,1,0,Severe
Junction A,60,18,38,9,125,Rainy,25.85774158043328,8,Monday,1,0,Severe
Junction B,84,21,31,9,145,Rainy,25.036590894916735,9,Monday,1,0,Severe
Junction B,54,21,17,10,102,Sunny,27.507376318949376,10,Monday,0,0,High
Junction A,92,24,31,6,153,Cloudy,24.256862358820136,11,Monday,0,0,Severe
Junction B,54,16,32,4,106,Sunny,28.952339960340183,12,Monday,0,0,High
Junction C,50,6,18,7,81,Sunny,24.208155299940447,13,Monday,0,0,Medium
Junction C,37,14,30,12,93,Cloudy,15.036206316014647,14,Monday,0,0,Medium
Junction B,71,10,30,7,118,Cloudy,15.444394093301927,15,Monday,0,0,High
Junction A,67,12,30,13,122,Cloudy,20.651893395875938,16,Monday,0,0,High
Junction A,126,19,50,11,206,Sunny,23.142289925011262,17,Monday,1,0,Severe
Junction A,95,19,41,12,167,Rainy,15.933589606860895,18,Monday,1,0,Severe
Junction C,78,14,32,12,136,Sunny,26.328709796232395,19,Monday,1,0,Severe
Junction B,52,8,19,4,83,Rainy,29.0785584750366,20,Monday,0,0,High
Junction B,46,13,20,13,92,Sunny,15.740881142713134,21,Monday,0,0,Medium
Junction A,32,9,41,8,90,Rainy,21.208837732712304,22,Monday,0,0,High
Junction C,14,5,14,5,38,Sunny,27.138455876062572,23,Monday,0,0,Low
Junction B,13,7,8,0,28,Sunny,18.248485058391097,0,Tuesday,0,0,Low
Junction C,12,2,9,2,25,Sunny,21.719924573802604,1,Tuesday,0,0,Low
Junction A,23,10,14,1,48,Rainy,24.756387428129955,2,Tuesday,0,0,Low
Junction B,19,3,6,6,34,Sunny,26.654124368297094,3,Tuesday,0,0,Low
Junction A,22,6,11,2,41,Rainy,22.502021467548936,4,Tuesday,0,0,Low
Junction C,23,4,17,6,50,Sunny,15.143347414599793,5,Tuesday,0,0,Low
Junction B,11,0,13,2,26,Rainy,27.665934192590885,6,Tuesday,0,0,Low
Junction C,65,14,31,10,120,Rainy,17.025798400634873,7,Tuesday,1,0,Severe
Junction A,76,12,41,14,143,Rainy,18.409793667649623,8,Tuesday,1,0,Severe
Junction B,69,18,28,7,122,Rainy,25.84865616774612,9,Tuesday,1,0,Severe
Junction B,53,7,31,7,98,Sunny,21.784771581758257,10,Tuesday,0,0,High
